#{"t_start": 1733861681.073132, "env_id": "InvertedPendulum-v4"}
1000.0,1000,7144.661697
1000.0,1000,7182.356006
4.0,4,7182.51358
503.0,503,7201.315166
1000.0,1000,7238.979854
1000.0,1000,7276.303005
1000.0,1000,7313.774032
1000.0,1000,7350.738903
1000.0,1000,7387.462809
1000.0,1000,7424.449752
1000.0,1000,7461.20342
1000.0,1000,7498.146914
1000.0,1000,7535.03309
1000.0,1000,7572.074321
1000.0,1000,7608.934057
1000.0,1000,7645.971241
1000.0,1000,7682.822722
1000.0,1000,7719.85573
1000.0,1000,7756.88124
1000.0,1000,7793.980977
1000.0,1000,7830.966638
1000.0,1000,7868.377133
1000.0,1000,7905.816079
1000.0,1000,7943.286942
1000.0,1000,7980.628634
1000.0,1000,8018.225565
1000.0,1000,8055.676234
1000.0,1000,8093.297166
1000.0,1000,8130.806668
1000.0,1000,8168.21205
1000.0,1000,8205.522629
1000.0,1000,8243.131644
1000.0,1000,8280.631183
1000.0,1000,8318.033451
1000.0,1000,8355.472549
1000.0,1000,8393.01996
1000.0,1000,8430.359945
1000.0,1000,8467.740762
1000.0,1000,8505.338853
1000.0,1000,8529.027728
1000.0,1000,8545.011431
1000.0,1000,8561.176583
315.0,315,8566.3636
1000.0,1000,8582.414153
1000.0,1000,8598.557498
100.0,100,8600.20937
1000.0,1000,8616.415312
1000.0,1000,8632.575472
1000.0,1000,8648.505716
1000.0,1000,8664.511442
1000.0,1000,8680.709172
1000.0,1000,8696.739259
1000.0,1000,8713.693614
1000.0,1000,8731.617709
1000.0,1000,8749.246119
1000.0,1000,8767.622701
1000.0,1000,8789.431578
1000.0,1000,8808.364217
1000.0,1000,8827.768394
1000.0,1000,8846.690368
1000.0,1000,8864.680241
1000.0,1000,8883.814021
1000.0,1000,8904.253679
1000.0,1000,8924.832559
1000.0,1000,8944.24858
1000.0,1000,8966.49614
1000.0,1000,8985.634146
1000.0,1000,9007.443971
1000.0,1000,9028.423207
1000.0,1000,9046.966515
1000.0,1000,9064.606017
1000.0,1000,9083.546516
1000.0,1000,9108.831033
1000.0,1000,9127.17983
1000.0,1000,9155.451977
1000.0,1000,9187.811309
1000.0,1000,9210.287248
1000.0,1000,9228.840263
1000.0,1000,9250.606264
1000.0,1000,9274.569882
1000.0,1000,9294.495593
1000.0,1000,9315.938291
1000.0,1000,9339.578815
1000.0,1000,9358.613472
1000.0,1000,9386.918257
1000.0,1000,9412.336046
1000.0,1000,9436.087873
1000.0,1000,9460.658078
1000.0,1000,9480.398277
1000.0,1000,9498.825526
1000.0,1000,9516.685466
1000.0,1000,9534.373209
751.0,751,9547.835803
1000.0,1000,9566.154357
1000.0,1000,9583.827236
76.0,76,9585.164117
152.0,152,9587.834232
1000.0,1000,9605.38023
1000.0,1000,9623.275986
1000.0,1000,9641.198765
496.0,496,9652.322134
1000.0,1000,9676.887573
1000.0,1000,9700.63391
1000.0,1000,9721.897561
1000.0,1000,9743.383366
1000.0,1000,9763.711645
1000.0,1000,9788.368401
1000.0,1000,9821.534004
1000.0,1000,9850.997101
1000.0,1000,9871.472451
1000.0,1000,9897.461844
1000.0,1000,9921.537915
1000.0,1000,9945.376786
1000.0,1000,9964.431703
1000.0,1000,9985.875399
1000.0,1000,10009.634306
1000.0,1000,10030.254101
119.0,119,10032.549558
1000.0,1000,10050.158591
1000.0,1000,10067.80507
1000.0,1000,10085.375585
1000.0,1000,10103.36405
1000.0,1000,10120.763377
1000.0,1000,10148.003333
1000.0,1000,10166.486216
1000.0,1000,10183.93796
1000.0,1000,10201.459307
1000.0,1000,10219.267169
1000.0,1000,10236.778655
1000.0,1000,10254.139771
1000.0,1000,10272.221463
1000.0,1000,10289.731286
1000.0,1000,10307.000217
1000.0,1000,10324.381943
1000.0,1000,10346.23484
1000.0,1000,10363.676182
1000.0,1000,10381.630078
1000.0,1000,10399.558079
1000.0,1000,10416.914662
1000.0,1000,10434.360441
1000.0,1000,10451.657724
1000.0,1000,10469.325443
1000.0,1000,10486.512053
1000.0,1000,10503.784184
1000.0,1000,10521.271129
1000.0,1000,10538.647484
1000.0,1000,10555.844499
1000.0,1000,10573.665504
1000.0,1000,10591.00133
1000.0,1000,10608.26505
344.0,344,10614.25011
233.0,233,10618.301599
202.0,202,10621.788199
244.0,244,10625.93641
309.0,309,10631.261678
1000.0,1000,10648.692627
1000.0,1000,10666.024637
1000.0,1000,10683.311086
1000.0,1000,10700.696951
1000.0,1000,10717.90495
1000.0,1000,10735.668701
1000.0,1000,10753.013512
1000.0,1000,10770.318226
1000.0,1000,10787.562824
1000.0,1000,10804.80705
1000.0,1000,10822.254494
1000.0,1000,10839.479007
1000.0,1000,10856.625718
1000.0,1000,10873.81164
1000.0,1000,10891.231303
1000.0,1000,10908.482305
1000.0,1000,10925.606824
1000.0,1000,10942.834098
1000.0,1000,10960.277615
1000.0,1000,10977.43947
1000.0,1000,10994.851554
1000.0,1000,11012.15734
1000.0,1000,11029.461715
1000.0,1000,11046.844943
1000.0,1000,11064.631115
1000.0,1000,11081.784245
1000.0,1000,11098.932962
1000.0,1000,11116.151652
1000.0,1000,11133.443192
1000.0,1000,11150.511905
1000.0,1000,11167.701594
1000.0,1000,11185.426292
1000.0,1000,11202.652858
1000.0,1000,11219.897403
1000.0,1000,11236.984469
1000.0,1000,11254.267176
1000.0,1000,11271.459129
1000.0,1000,11288.58593
1000.0,1000,11305.984423
1000.0,1000,11323.192704
1000.0,1000,11340.968551
1000.0,1000,11358.193934
1000.0,1000,11375.394971
1000.0,1000,11392.697491
1000.0,1000,11409.872081
1000.0,1000,11427.324872
1000.0,1000,11444.449893
577.0,577,11454.333953
1000.0,1000,11471.571395
1000.0,1000,11488.837786
1000.0,1000,11506.035482
1000.0,1000,11523.477786
1000.0,1000,11540.770158
1000.0,1000,11557.924679
1000.0,1000,11575.094711
1000.0,1000,11592.279825
1000.0,1000,11609.416385
1000.0,1000,11626.50853
1000.0,1000,11643.678091
1000.0,1000,11660.900772
1000.0,1000,11677.948629
1000.0,1000,11695.120603
1000.0,1000,11712.26053
1000.0,1000,11729.791078
1000.0,1000,11746.994557
1000.0,1000,11764.199526
1000.0,1000,11781.569657
1000.0,1000,11798.65003
1000.0,1000,11815.840011
1000.0,1000,11832.929386
1000.0,1000,11850.153964
1000.0,1000,11867.552665
1000.0,1000,11885.342839
1000.0,1000,11903.075755
1000.0,1000,11920.202312
1000.0,1000,11937.394323
1000.0,1000,11954.723814
1000.0,1000,11972.076427
1000.0,1000,11989.280713
1000.0,1000,12006.357262
1000.0,1000,12023.760233
1000.0,1000,12041.295319
1000.0,1000,12058.276656
1000.0,1000,12075.485592
1000.0,1000,12092.628095
1000.0,1000,12109.744182
1000.0,1000,12127.28263
1000.0,1000,12144.704077
1000.0,1000,12161.791465
1000.0,1000,12178.847543
1000.0,1000,12195.955383
1000.0,1000,12213.31671
1000.0,1000,12230.616205
1000.0,1000,12247.619054
1000.0,1000,12265.127744
1000.0,1000,12282.192157
1000.0,1000,12299.258574
1000.0,1000,12316.361887
1000.0,1000,12333.719596
1000.0,1000,12350.91099
1000.0,1000,12368.068733
1000.0,1000,12385.456665
1000.0,1000,12402.491407
1000.0,1000,12419.619227
1000.0,1000,12436.553713
1000.0,1000,12453.761771
1000.0,1000,12470.854553
1000.0,1000,12487.947756
1000.0,1000,12505.124711
1000.0,1000,12522.251859
1000.0,1000,12539.297926
1000.0,1000,12556.333304
1000.0,1000,12573.524122
1000.0,1000,12590.641755
717.0,717,12602.948663
224.0,224,12606.799429
134.0,134,12609.062738
125.0,125,12611.244464
140.0,140,12613.721296
1000.0,1000,12631.149697
1000.0,1000,12648.279104
1000.0,1000,12665.491115
1000.0,1000,12682.757328
1000.0,1000,12699.884299
1000.0,1000,12717.083821
1000.0,1000,12734.335494
1000.0,1000,12751.466003
379.0,379,12757.909281
1000.0,1000,12775.008513
204.0,204,12778.608394
94.0,94,12780.291432
1000.0,1000,12797.598214
1000.0,1000,12814.810418
1000.0,1000,12831.957653
1000.0,1000,12849.118347
1000.0,1000,12866.631243
1000.0,1000,12883.701795
1000.0,1000,12900.818917
1000.0,1000,12917.796726
1000.0,1000,12935.032532
281.0,281,12939.969781
1000.0,1000,12957.06225
264.0,264,12961.732799
1000.0,1000,12979.020527
1000.0,1000,12996.151526
1000.0,1000,13013.394018
1000.0,1000,13030.472317
1000.0,1000,13047.621918
1000.0,1000,13064.80459
733.0,733,13077.319199
1000.0,1000,13095.348078
1000.0,1000,13112.659914
1000.0,1000,13130.046806
1000.0,1000,13147.194614
1000.0,1000,13164.531234
1000.0,1000,13181.609682
1000.0,1000,13198.724737
1000.0,1000,13215.99306
1000.0,1000,13233.309524
1000.0,1000,13250.431133
1000.0,1000,13267.541808
1000.0,1000,13284.82948
1000.0,1000,13301.955851
1000.0,1000,13319.128376
1000.0,1000,13336.245092
1000.0,1000,13353.403411
1000.0,1000,13370.510711
1000.0,1000,13387.632193
1000.0,1000,13404.84037
1000.0,1000,13421.948405
1000.0,1000,13439.080237
1000.0,1000,13456.10137
1000.0,1000,13473.244193
1000.0,1000,13490.345376
1000.0,1000,13507.401906
1000.0,1000,13524.705623
311.0,311,13530.01046
64.0,64,13531.094836
374.0,374,13537.540279
1000.0,1000,13554.760251
1000.0,1000,13571.885984
1000.0,1000,13589.373928
1000.0,1000,13606.393264
1000.0,1000,13623.573163
1000.0,1000,13640.746095
1000.0,1000,13657.876028
1000.0,1000,13675.085057
1000.0,1000,13692.463687
1000.0,1000,13709.789181
1000.0,1000,13726.91995
1000.0,1000,13744.144501
1000.0,1000,13762.018582
1000.0,1000,13779.096348
1000.0,1000,13796.122562
1000.0,1000,13813.268387
1000.0,1000,13830.555245
1000.0,1000,13847.599818
1000.0,1000,13864.713426
1000.0,1000,13881.980223
1000.0,1000,13899.084108
1000.0,1000,13916.147461
1000.0,1000,13933.288475
1000.0,1000,13953.528169
1000.0,1000,13971.374611
1000.0,1000,13988.831239
1000.0,1000,14005.94316
1000.0,1000,14023.060093
1000.0,1000,14040.330634
1000.0,1000,14057.509371
1000.0,1000,14074.682991
1000.0,1000,14091.874404
1000.0,1000,14108.869628
1000.0,1000,14126.024454
1000.0,1000,14143.092757
1000.0,1000,14160.44705
1000.0,1000,14177.718881
1000.0,1000,14194.819621
1000.0,1000,14211.93344
1000.0,1000,14229.027537
1000.0,1000,14246.14312
1000.0,1000,14263.134552
1000.0,1000,14280.234522
1000.0,1000,14297.273113
1000.0,1000,14314.391002
1000.0,1000,14331.33486
1000.0,1000,14348.398841
1000.0,1000,14365.469829
1000.0,1000,14382.524026
1000.0,1000,14399.57145
1000.0,1000,14416.611094
1000.0,1000,14433.853458
1000.0,1000,14450.857315
1000.0,1000,14467.978536
1000.0,1000,14485.360971
1000.0,1000,14502.466544
1000.0,1000,14519.533609
1000.0,1000,14536.597531
1000.0,1000,14553.742287
1000.0,1000,14570.842937
1000.0,1000,14588.696824
1000.0,1000,14606.015742
1000.0,1000,14623.294133
1000.0,1000,14640.440776
1000.0,1000,14657.93608
1000.0,1000,14675.173558
1000.0,1000,14692.366517
1000.0,1000,14709.575263
1000.0,1000,14726.834522
1000.0,1000,14743.996007
1000.0,1000,14761.112334
1000.0,1000,14778.307953
1000.0,1000,14795.471556
1000.0,1000,14812.571375
1000.0,1000,14829.593534
1000.0,1000,14846.817059
1000.0,1000,14863.892179
1000.0,1000,14881.47132
1000.0,1000,14898.569945
1000.0,1000,14915.702114
1000.0,1000,14933.030648
1000.0,1000,14950.091058
1000.0,1000,14967.249469
1000.0,1000,14984.362355
1000.0,1000,15001.634739
1000.0,1000,15018.730624
1000.0,1000,15035.994816
1000.0,1000,15053.185261
1000.0,1000,15070.232541
1000.0,1000,15087.439533
1000.0,1000,15104.547663
1000.0,1000,15121.907338
1000.0,1000,15139.001576
1000.0,1000,15155.972129
1000.0,1000,15172.971856
1000.0,1000,15190.050295
1000.0,1000,15207.102521
1000.0,1000,15224.200966
1000.0,1000,15241.253285
1000.0,1000,15258.246718
1000.0,1000,15275.228031
691.0,691,15286.966412
1000.0,1000,15303.970999
1000.0,1000,15321.084086
79.0,79,15322.498224
397.0,397,15329.22334
71.0,71,15330.432456
99.0,99,15332.096381
885.0,885,15347.372368
174.0,174,15350.344442
108.0,108,15352.167383
61.0,61,15353.21982
66.0,66,15354.334837
50.0,50,15355.182622
59.0,59,15356.188213
57.0,57,15357.162928
64.0,64,15358.246785
56.0,56,15359.223516
64.0,64,15360.33957
62.0,62,15361.376357
63.0,63,15362.4625
69.0,69,15363.611597
61.0,61,15364.662988
1000.0,1000,15381.825394
948.0,948,15397.980695
893.0,893,15413.196094
99.0,99,15414.886978
95.0,95,15416.497101
1000.0,1000,15433.615177
650.0,650,15444.75556
109.0,109,15446.608262
100.0,100,15448.30572
121.0,121,15450.349661
100.0,100,15452.045748
134.0,134,15454.387649
213.0,213,15458.065299
476.0,476,15466.283368
437.0,437,15473.651203
1000.0,1000,15491.349685
1000.0,1000,15508.576348
1000.0,1000,15525.703817
1000.0,1000,15542.814672
1000.0,1000,15560.046009
1000.0,1000,15577.081057
1000.0,1000,15594.220128
1000.0,1000,15611.253025
1000.0,1000,15628.649508
1000.0,1000,15645.639504
1000.0,1000,15662.785345
1000.0,1000,15679.967883
1000.0,1000,15697.049124
1000.0,1000,15714.064439
1000.0,1000,15731.107743
1000.0,1000,15748.340473
1000.0,1000,15765.451852
1000.0,1000,15782.535277
889.0,889,15797.635523
1000.0,1000,15814.749031
1000.0,1000,15831.948197
592.0,592,15841.974466
281.0,281,15846.720003
313.0,313,15852.077628
119.0,119,15854.121067
971.0,971,15870.839895
191.0,191,15874.058425
187.0,187,15877.248906
896.0,896,15892.493934
1000.0,1000,15910.064952
770.0,770,15923.333187
283.0,283,15928.139903
152.0,152,15930.733942
1000.0,1000,15947.87243
394.0,394,15954.673828
138.0,138,15957.007526
161.0,161,15959.782289
1000.0,1000,15977.056377
1000.0,1000,15994.264359
1000.0,1000,16011.427025
1000.0,1000,16028.433994
1000.0,1000,16045.644085
1000.0,1000,16062.831135
1000.0,1000,16079.874314
1000.0,1000,16097.036688
1000.0,1000,16114.039267
1000.0,1000,16131.009803
1000.0,1000,16148.040045
1000.0,1000,16165.183931
1000.0,1000,16182.263818
1000.0,1000,16199.221732
1000.0,1000,16216.370918
1000.0,1000,16233.550745
1000.0,1000,16250.597228
1000.0,1000,16267.570015
1000.0,1000,16284.784456
1000.0,1000,16301.81404
1000.0,1000,16318.818634
1000.0,1000,16335.813126
1000.0,1000,16355.731847
1000.0,1000,16372.783169
1000.0,1000,16390.009813
1000.0,1000,16407.172442
1000.0,1000,16424.24233
1000.0,1000,16441.360927
1000.0,1000,16458.755381
1000.0,1000,16475.939766
1000.0,1000,16492.99027
1000.0,1000,16510.028296
1000.0,1000,16527.244571
1000.0,1000,16544.266114
1000.0,1000,16561.46599
1000.0,1000,16578.658139
591.0,591,16588.821486
334.0,334,16594.44639
159.0,159,16597.165128
1000.0,1000,16614.162141
1000.0,1000,16631.226665
1000.0,1000,16648.271729
1000.0,1000,16665.354279
1000.0,1000,16682.375884
1000.0,1000,16699.504937
1000.0,1000,16716.793967
1000.0,1000,16733.96644
1000.0,1000,16750.955724
1000.0,1000,16768.1171
1000.0,1000,16785.170053
1000.0,1000,16802.158905
1000.0,1000,16819.252788
1000.0,1000,16836.367272
1000.0,1000,16853.403548
1000.0,1000,16870.449682
1000.0,1000,16887.630706
1000.0,1000,16904.780298
1000.0,1000,16921.8154
1000.0,1000,16938.784434
1000.0,1000,16955.914751
1000.0,1000,16972.949539
1000.0,1000,16990.028271
1000.0,1000,17007.094511
1000.0,1000,17024.308897
1000.0,1000,17041.324838
1000.0,1000,17058.277342
1000.0,1000,17075.253474
1000.0,1000,17092.359064
1000.0,1000,17109.40371
1000.0,1000,17126.783732
1000.0,1000,17143.835279
1000.0,1000,17160.617086
1000.0,1000,17177.876917
1000.0,1000,17195.057559
435.0,435,17202.426867
650.0,650,17213.382694
1000.0,1000,17230.322519
1000.0,1000,17247.434929
1000.0,1000,17264.391039
1000.0,1000,17281.254631
1000.0,1000,17298.467476
1000.0,1000,17315.584488
336.0,336,17321.322098
1000.0,1000,17338.218744
1000.0,1000,17355.26407
1000.0,1000,17372.380658
1000.0,1000,17389.389466
1000.0,1000,17406.232165
1000.0,1000,17424.311501
1000.0,1000,17441.254894
1000.0,1000,17457.978983
1000.0,1000,17475.030044
1000.0,1000,17492.097459
1000.0,1000,17509.116898
1000.0,1000,17525.916015
1000.0,1000,17543.261582
1000.0,1000,17563.130412
804.0,804,17577.816125
1000.0,1000,17595.088378
1000.0,1000,17612.060586
1000.0,1000,17628.845404
1000.0,1000,17645.974775
1000.0,1000,17662.963282
1000.0,1000,17679.808983
1000.0,1000,17696.764363
1000.0,1000,17713.622985
1000.0,1000,17730.534031
1000.0,1000,17747.561275
1000.0,1000,17764.877066
1000.0,1000,17781.770557
1000.0,1000,17798.3824
1000.0,1000,17815.270471
1000.0,1000,17832.376312
1000.0,1000,17849.600259
1000.0,1000,17866.300704
1000.0,1000,17883.053642
1000.0,1000,17900.074212
1000.0,1000,17917.078627
1000.0,1000,17934.035475
1000.0,1000,17951.007715
1000.0,1000,17968.074831
1000.0,1000,17984.860469
1000.0,1000,18001.553733
1000.0,1000,18018.636394
1000.0,1000,18035.804876
517.0,517,18044.664956
143.0,143,18047.068439
407.0,407,18053.967597
178.0,178,18056.954283
1000.0,1000,18073.775829
1000.0,1000,18090.832793
1000.0,1000,18107.819035
272.0,272,18112.426487
374.0,374,18118.723584
614.0,614,18129.042215
10.0,10,18129.214887
78.0,78,18130.503456
1000.0,1000,18147.48574
1000.0,1000,18164.322177
428.0,428,18171.538785
1000.0,1000,18188.305538
1000.0,1000,18205.368336
1000.0,1000,18222.533815
1000.0,1000,18239.502097
1000.0,1000,18256.622753
1000.0,1000,18273.540475
1000.0,1000,18290.602051
1000.0,1000,18307.556236
1000.0,1000,18324.440975
1000.0,1000,18341.425945
1000.0,1000,18358.256534
1000.0,1000,18375.150946
1000.0,1000,18392.042162
1000.0,1000,18408.988119
1000.0,1000,18426.009798
1000.0,1000,18443.090373
1000.0,1000,18459.72351
1000.0,1000,18476.584398
1000.0,1000,18493.573856
1000.0,1000,18510.607727
1000.0,1000,18527.475418
1000.0,1000,18544.572791
1000.0,1000,18561.415284
1000.0,1000,18577.973903
1000.0,1000,18594.881586
1000.0,1000,18611.868831
1000.0,1000,18628.923206
1000.0,1000,18645.737474
1000.0,1000,18662.704396
1000.0,1000,18679.566302
1000.0,1000,18696.193637
1000.0,1000,18713.016414
1000.0,1000,18730.143469
1000.0,1000,18746.976575
1000.0,1000,18764.046596
1000.0,1000,18780.845587
1000.0,1000,18797.47586
1000.0,1000,18814.307499
1000.0,1000,18831.219581
1000.0,1000,18848.262207
1000.0,1000,18864.969581
1000.0,1000,18881.651088
1000.0,1000,18898.457691
1000.0,1000,18915.587925
1000.0,1000,18932.335812
1000.0,1000,18949.226494
1000.0,1000,18966.164344
1000.0,1000,18983.542803
1000.0,1000,19000.392491
1000.0,1000,19017.057851
1000.0,1000,19033.829968
1000.0,1000,19050.749402
1000.0,1000,19067.515814
1000.0,1000,19084.906139
1000.0,1000,19102.049432
1000.0,1000,19118.85375
1000.0,1000,19135.767913
1000.0,1000,19152.612403
790.0,790,19166.170852
1000.0,1000,19183.146299
1000.0,1000,19199.917788
1000.0,1000,19216.653648
1000.0,1000,19233.457546
1000.0,1000,19250.460385
1000.0,1000,19267.254893
1000.0,1000,19284.150836
1000.0,1000,19301.076912
1000.0,1000,19317.842772
1000.0,1000,19334.563442
1000.0,1000,19351.3191
1000.0,1000,19367.773262
1000.0,1000,19384.667993
1000.0,1000,19401.819248
1000.0,1000,19418.597955
1000.0,1000,19435.317405
1000.0,1000,19451.90617
1000.0,1000,19468.469156
1000.0,1000,19485.231675
1000.0,1000,19502.17115
1000.0,1000,19519.38948
1000.0,1000,19536.148826
1000.0,1000,19553.010905
1000.0,1000,19570.015838
1000.0,1000,19586.995163
1000.0,1000,19603.558833
1000.0,1000,19620.534764
1000.0,1000,19637.428644
1000.0,1000,19654.159585
1000.0,1000,19670.747152
1000.0,1000,19687.311509
1000.0,1000,19704.376631
1000.0,1000,19721.328494
1000.0,1000,19738.124082
1000.0,1000,19754.863416
1000.0,1000,19771.767011
1000.0,1000,19788.772056
1000.0,1000,19805.633278
1000.0,1000,19822.499869
1000.0,1000,19839.285872
1000.0,1000,19856.03656
